time;lat;lng;alt_rel;alt_abs;voltage_bat;current_bat;level_bat;pitch;yaw;roll;vx;vy;vz;fixtype;satellitesvisible;eph;epv;heading;groundspeed;airspeed;mode;system-status;armed;is-armable;ekf-ok
0.9;6.53582053;-75.82910452;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
1;6.53582053;-75.82910453;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
1.1;6.53582053;-75.82910433;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
1.2;6.53582052;-75.82910434;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
1.3;6.53582042;-75.82910424;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
1.4;6.53582043;-75.82910424;0;0;17.06;0.04;98;0.2;-116.4;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
1.5;6.53582046;-75.82910425;0;0;17.06;0.01;98;0.2;-116.4;1.4;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
1.7;6.53582047;-75.82910405;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
1.8;6.53582045;-75.82910405;0;0;17.06;0.08;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
1.9;6.53582045;-75.82910395;0;0;17.06;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
2;6.53582045;-75.82910395;0;0;16.957;0.01;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
2.1;6.53582044;-75.82910383;0;0;16.957;0.01;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0;0;Auto Takeoff;CRITICAL;false;false;false
2.2;6.53582044;-75.82910383;0;0;16.957;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
2.3;6.53582044;-75.82910373;0;0;16.957;0;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
2.4;6.53582044;-75.82910375;0;0;16.957;0.01;98;0.2;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
2.5;6.53582044;-75.82910365;0;0;16.957;0.02;98;0.3;-116.5;1.4;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
2.7;6.53582056;-75.82910347;0;0;16.957;0;98;0.4;-116.5;1.5;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
2.9;6.53582058;-75.82910337;0;0;16.957;0;98;1;-116.5;2.1;0;0;0;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
3;6.53582064;-75.82910334;0;0;16.957;0;98;1;-116.9;1.8;0;0;-0.1;3;10;192;65535;72;0;0;Auto Takeoff;CRITICAL;false;false;false
3.1;6.53582092;-75.82910324;0;0;16.957;0;98;1.1;-117.1;1.8;0.1;0;-0.3;3;10;192;65535;72;0;0.1;Auto Takeoff;CRITICAL;false;false;false
3.2;6.53582104;-75.82910323;0;0;16.878;0;98;0.6;-117.4;1.1;0.1;0;-0.3;3;10;192;65535;72;0.01;0.1;Auto Takeoff;CRITICAL;false;false;false
3.3;6.53582145;-75.82910303;0;0;16.878;0;98;0.6;-117.5;0.7;0.2;0;-0.3;3;10;192;65535;72;0.01;0.2;Auto Takeoff;CRITICAL;false;false;false
3.4;6.53582169;-75.82910307;0.3;0.1;16.878;0;98;0.7;-117.6;0.2;0.2;0;-0.3;3;10;192;65535;72;0.01;0.2;Auto Takeoff;CRITICAL;false;false;false
3.5;6.53582161;-75.82910304;0.3;0.1;16.878;0;98;0.1;-117.6;-0.5;0.2;0;-0.4;3;10;192;65535;72;0;0.2;Auto Takeoff;CRITICAL;false;false;false
3.6;6.53582179;-75.82910304;0.7;0.2;16.878;0;98;-0.2;-117.7;-0.6;0.1;0;-0.4;3;10;192;65535;72;0;0.1;Auto Takeoff;CRITICAL;false;false;false
3.7;6.53582186;-75.82910287;0.7;0.2;16.878;0;98;-0.3;-117.8;-1;0.1;0;-0.4;3;10;192;65535;72;0.01;0.1;Auto Takeoff;CRITICAL;false;false;false
3.8;6.53582195;-75.82910286;1;0.3;16.878;0;98;-0.5;-117.7;-1.4;0;0;-0.4;3;10;192;65535;72;0;0;Auto Takeoff;CRITICAL;false;false;false
3.9;6.53582245;-75.82910256;1;0.3;16.878;0;98;-0.7;-117.7;-1.4;0;0;-0.4;3;10;192;65535;72;0;0;Auto Takeoff;CRITICAL;false;false;false
4;6.5358223;-75.82910255;1.3;0.4;16.878;0;98;-0.9;-117.7;-1.3;0;0;-0.5;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
4.1;6.53582241;-75.82910236;1.6;0.5;16.878;0;98;-1;-117.7;-1.1;0;0;-0.5;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
4.2;6.53582232;-75.82910238;1.6;0.5;16.194;0;98;-0.9;-117.7;-0.8;0;0;-0.5;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
4.3;6.53582229;-75.82910229;2;0.6;16.194;0.02;98;-0.8;-117.6;-0.4;0;0;-0.4;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
4.5;6.53582177;-75.82910255;2.3;0.7;16.194;0.03;98;-0.5;-117.5;-0.1;0;0;-0.4;3;10;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
4.6;6.53582182;-75.82910253;2.3;0.7;16.194;0.01;98;-0.3;-117.5;0.1;0;0;-0.5;3;10;192;65535;72;0.029999999;0;Auto Takeoff;CRITICAL;false;false;false
4.7;6.53582169;-75.82910266;2.6;0.8;16.194;0.06;98;0.1;-117.4;0.2;0;0;-0.5;3;9;192;65535;72;0.01;0;Auto Takeoff;CRITICAL;false;false;false
4.8;6.53582168;-75.82910269;2.6;0.8;16.194;0;98;0.4;-117.4;0.4;0;0;-0.5;3;9;192;65535;72;0;0;Auto Takeoff;CRITICAL;false;false;false
4.9;6.53582149;-75.82910276;3;0.9;16.194;0;98;0.5;-117.4;0.1;0;0;-0.4;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
5;6.53582151;-75.82910276;3;0.9;16.194;0.02;98;0.4;-117.3;0.3;0;0;-0.4;3;9;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
5.1;6.53582144;-75.82910267;3;0.9;16.194;0.01;98;0.3;-117.3;0.3;0;0;-0.2;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
5.2;6.53582152;-75.82910261;3.3;1;16.194;0.01;98;0.3;-117.2;0.2;0;0;-0.1;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
5.3;6.53582164;-75.82910232;3.3;1;16.194;0;98;0.3;-117.3;0;0;0;-0.1;3;10;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
5.4;6.53582165;-75.82910232;3.3;1;16.194;0;98;0.2;-117.3;0;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
5.5;6.53582149;-75.82910224;3.3;1;16.194;0.06;98;-0.1;-117.3;0;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
5.6;6.53582149;-75.82910224;3.3;1;16.194;0;98;-0.3;-117.4;0.1;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
5.7;6.53582119;-75.82910235;3.3;1;16.194;0;98;-0.3;-117.4;0.3;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
5.8;6.53582116;-75.82910229;3.3;1;16.194;0;98;-0.2;-117.6;0.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
5.9;6.53582066;-75.82910261;3.3;1;16.194;0;98;-0.1;-117.6;0.4;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
6;6.53582066;-75.82910263;3.3;1;16.194;0;98;0.1;-117.7;0.7;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.1;6.53582038;-75.82910285;3.3;1;16.194;0;98;0.3;-117.8;0.7;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
6.2;6.53582041;-75.82910286;3.3;1;16.194;0;98;0.6;-117.9;0.7;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.3;6.53582026;-75.82910307;3.3;1;15.987;0.02;98;0.8;-117.9;0.5;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.4;6.5358203;-75.82910306;3.3;1;15.987;0;98;0.9;-117.9;0.4;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.5;6.53582021;-75.82910316;3.3;1;15.987;0;98;0.8;-118;0.3;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.6;6.53582025;-75.82910314;3.3;1;15.987;0.01;98;0.8;-117.9;0;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.7;6.53582018;-75.82910311;3.3;1;15.987;0;98;0.7;-118;0;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
6.8;6.53582019;-75.82910314;3.3;1;15.987;0.01;98;0.6;-117.9;0;0;0;0;3;10;192;65535;72;0.029999999;0;P-GPS;CRITICAL;false;false;false
6.9;6.53582031;-75.82910322;3.3;1;15.987;0;98;0.4;-118;0;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
7;6.53582032;-75.8291032;3.3;1;15.987;0.04;98;0.4;-118;0;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
7.1;6.53582027;-75.82910322;3.3;1;15.987;0.02;98;0.4;-118;-0.1;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
7.3;6.53582047;-75.82910319;3.3;1;15.987;0;98;0.3;-118;-0.1;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
7.4;6.53582041;-75.82910322;3.3;1;15.989;0.01;98;0.3;-117.8;-0.1;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
7.6;6.53582041;-75.8291032;3.3;1;15.989;0.03;98;0.4;-117.6;0.1;0;0;0;3;9;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
7.7;6.53582048;-75.82910324;3.3;1;15.989;0;98;0.7;-117.5;0;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
7.8;6.53582049;-75.82910324;3.3;1;15.989;0.02;98;0.8;-117.4;0;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
7.9;6.53582059;-75.82910333;3.3;1;15.989;0;98;0.8;-117.4;0;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
8;6.53582059;-75.82910339;3.3;1;15.989;0;98;0.8;-117.4;0;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
8.1;6.53582059;-75.82910346;3.3;1;15.989;0.03;98;0.9;-117.3;-0.1;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
8.2;6.53582059;-75.82910344;3.3;1;15.989;0;98;0.9;-117.4;-0.3;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
8.3;6.5358207;-75.82910347;3.3;1;15.989;0.01;98;1;-117.4;-0.4;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
8.4;6.53582069;-75.82910344;3.3;1;15.989;0;98;0.9;-117.2;-0.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
8.5;6.53582068;-75.8291035;3.3;1;15.928;0;98;0.8;-117.2;-0.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
8.6;6.53582069;-75.82910358;3.3;1;15.928;0.02;98;0.7;-117.1;-0.4;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
8.7;6.53582077;-75.82910365;3.3;1;15.928;0;98;0.7;-117;-0.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
8.8;6.53582076;-75.82910362;3.3;1;15.928;0;98;0.7;-116.9;-0.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
8.9;6.53582065;-75.82910376;3.3;1;15.928;0.01;98;0.8;-116.9;-0.4;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9;6.53582064;-75.82910374;3.3;1;15.928;0;98;0.9;-116.8;-0.5;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.1;6.53582072;-75.8291038;3.3;1;15.928;0.02;98;1.1;-116.8;-0.5;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.2;6.53582069;-75.82910385;3.3;1;15.928;0;98;1.2;-116.7;-0.5;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.3;6.53582077;-75.8291039;3.3;1;15.928;0;98;1.3;-116.7;-0.6;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.4;6.53582075;-75.82910385;3.3;1;15.928;0;98;1.4;-116.8;-0.6;0;0;0;3;10;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
9.5;6.53582083;-75.8291038;3.3;1;15.909;0;98;1.3;-116.7;-0.7;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.6;6.53582083;-75.82910384;3.3;1;15.909;0;98;1;-116.8;-0.5;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.7;6.53582081;-75.82910379;3.3;1;15.909;0;98;0.8;-116.7;-0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.8;6.53582081;-75.82910375;3.3;1;15.909;0;98;0.7;-116.8;-0.2;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
9.9;6.5358209;-75.82910381;3.3;1;15.909;0.02;98;0.7;-116.9;-0.1;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
10;6.5358209;-75.82910379;3.3;1;15.909;0;98;0.7;-116.9;-0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
10.1;6.5358209;-75.82910387;3.3;1;15.909;0;98;0.6;-117;-0.3;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
10.2;6.53582088;-75.82910393;3.3;1;15.909;0;98;0.4;-116.9;-0.2;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
10.3;6.53582067;-75.82910391;3.3;1;15.909;0;98;0.2;-117;-0.1;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
10.4;6.53582066;-75.82910389;3.3;1;15.909;0.06;98;0.2;-117;0.2;0;0;0;3;8;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
10.5;6.53582045;-75.82910397;3.3;1;15.881;0;98;0.4;-117;0.3;0;0;0;3;8;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
10.6;6.5358204;-75.829104;3.3;1;15.881;0;98;0.6;-117;0.3;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
10.7;6.53582027;-75.82910407;3.3;1;15.881;0.01;98;0.8;-116.9;0.3;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
10.8;6.53582017;-75.82910424;3.3;1;15.881;0;98;0.9;-116.8;0.1;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
10.9;6.53582017;-75.82910417;3.3;1;15.881;0;98;1.2;-116.6;0;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11;6.53582014;-75.8291042;3.3;1;15.881;0;98;1.2;-116.4;0.1;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.1;6.53582011;-75.82910432;3.3;1;15.881;0;98;1.3;-116.3;0;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.2;6.53582013;-75.82910429;3.3;1;15.881;0;98;1.3;-116.2;0;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.3;6.53582005;-75.82910436;3.3;1;15.881;0;98;1.3;-116.2;0;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.4;6.53582006;-75.82910438;3.3;1;15.881;0;98;1.2;-116.2;-0.2;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.5;6.53581987;-75.82910445;3.3;1;15.862;0;98;1.2;-116.2;-0.2;0;0;0;3;8;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
11.6;6.53581986;-75.82910445;3.3;1;15.862;0;98;1.3;-116.1;-0.1;0;0;0;3;8;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
11.7;6.53581975;-75.82910457;3.3;1;15.862;0;98;1.4;-116;-0.1;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.8;6.53581976;-75.82910453;3;0.9;15.862;0;98;1.6;-116;0;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
11.9;6.53581958;-75.82910457;3;0.9;15.862;0.05;98;1.8;-116.1;0.1;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
12;6.53581954;-75.82910463;3.3;1;15.862;0;98;1.8;-116;0.2;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
12.1;6.53581947;-75.82910458;3.3;1;15.862;0.01;98;1.7;-116;0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
12.2;6.5358195;-75.82910454;3.3;1;15.862;0;98;1.7;-116;0.4;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
12.3;6.53581941;-75.82910463;3.3;1;15.862;0.02;98;1.6;-116.1;0.5;0;0;0;3;10;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
12.4;6.53581945;-75.82910459;3.3;1;15.862;0;98;1.6;-116.1;0.6;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
12.5;6.53581958;-75.82910456;3.3;1;15.858;0.05;98;1.6;-116.2;0.6;0;0;0;3;11;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
12.6;6.53581962;-75.82910453;3.3;1;15.858;0;98;1.4;-116.3;0.5;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
12.7;6.5358196;-75.82910458;3.3;1;15.858;0;98;1.4;-116.4;0.3;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
12.9;6.53581986;-75.82910443;3.3;1;15.858;0.01;98;1.3;-116.4;0.1;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.1;6.53582005;-75.82910448;3.3;1;15.858;0.01;98;1;-116.5;-0.3;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.2;6.53582005;-75.82910446;3.3;1;15.858;0;98;0.9;-116.5;-0.5;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
13.3;6.5358202;-75.82910453;3.3;1;15.858;0;98;0.8;-116.6;-0.5;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.4;6.53582018;-75.82910451;3.3;1;15.858;0;98;0.8;-116.6;-0.6;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.5;6.53582026;-75.82910439;3.3;1;15.858;0;98;0.9;-116.7;-0.5;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
13.6;6.53582025;-75.82910444;3.3;1;15.828;0;98;0.9;-116.6;-0.4;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.7;6.53582043;-75.82910432;3.3;1;15.828;0;98;0.7;-116.6;-0.3;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.8;6.53582041;-75.8291043;3.3;1;15.828;0;98;0.7;-116.7;-0.3;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
13.9;6.53582039;-75.82910421;3.3;1;15.828;0;98;0.7;-116.7;-0.2;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
14;6.53582037;-75.8291042;3.3;1;15.828;0;98;0.7;-116.8;0;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
14.1;6.53582036;-75.82910419;3.3;1;15.828;0;98;0.8;-116.8;0;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
14.2;6.5358203;-75.82910423;3.3;1;15.828;0;98;1;-116.7;0.3;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
14.3;6.5358201;-75.82910442;3.3;1;15.828;0;98;1.2;-116.7;0.4;0;0;0;3;11;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
14.4;6.53582012;-75.82910441;3.3;1;15.828;0;98;1.4;-116.7;0.3;0;0;0;3;11;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
14.5;6.53581992;-75.82910465;3.3;1;15.828;0;98;1.6;-116.6;0.5;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
14.6;6.53581995;-75.82910463;3.3;1;15.814;0;98;1.7;-116.5;0.5;0;0;0;3;10;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
14.7;6.53581989;-75.82910461;3.3;1;15.814;0;98;1.8;-116.4;0.6;0;0;0;3;9;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
14.8;6.53581989;-75.82910465;3.3;1;15.814;0.02;98;1.7;-116.4;0.6;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
14.9;6.53581994;-75.82910462;3.3;1;15.814;0;98;1.7;-116.4;0.5;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15;6.53581999;-75.8291046;3.3;1;15.814;0.01;98;1.6;-116.4;0.4;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15.1;6.53581999;-75.82910472;3.3;1;15.814;0.02;98;1.4;-116.4;0.2;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15.2;6.53582002;-75.8291047;3.3;1;15.814;0;98;1.2;-116.4;0;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
15.3;6.53582004;-75.82910468;3.3;1;15.814;0;98;1.3;-116.4;-0.1;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15.4;6.53581996;-75.82910471;3.3;1;15.814;0;98;1.3;-116.4;-0.2;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15.5;6.53581996;-75.82910469;3.3;1;15.814;0;98;1.4;-116.3;-0.1;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15.7;6.53581998;-75.82910474;3.3;1;15.802;0.01;98;1.5;-116.3;0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
15.8;6.53581996;-75.82910477;3.3;1;15.802;0;98;1.4;-116.3;0.4;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
15.9;6.53581998;-75.82910475;3.3;1;15.802;0;98;1.5;-116.4;0.4;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
16;6.53582001;-75.82910473;3.3;1;15.802;0;98;1.5;-116.4;0.4;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
16.2;6.53582016;-75.82910487;3.3;1;15.802;0;98;1.5;-116.4;0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
16.3;6.53582019;-75.82910485;3.3;1;15.802;0;98;1.5;-116.4;0.2;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
16.5;6.53582032;-75.82910487;3.3;1;15.802;0;98;1.1;-116.4;0;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
16.6;6.53582034;-75.82910486;3.3;1;15.802;0;98;1.1;-116.5;-0.1;0;0;0;3;8;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
16.7;6.53582053;-75.82910488;3.3;1;15.802;0;98;1.1;-116.5;-0.1;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
16.9;6.53582064;-75.82910486;3.3;1;15.802;0.02;98;1.2;-116.4;-0.4;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
17.1;6.53582082;-75.82910498;3.3;1;15.785;0.01;98;1.1;-116.5;-0.4;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
17.2;6.53582082;-75.82910496;3.3;1;15.785;0.04;98;1.1;-116.5;-0.5;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
17.3;6.53582099;-75.82910498;3.3;1;15.785;0.03;98;1.2;-116.4;-0.5;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
17.4;6.53582098;-75.82910496;3.3;1;15.785;0;98;1.3;-116.5;-0.5;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
17.5;6.53582117;-75.82910483;3.3;1;15.785;0.01;98;1.3;-116.4;-0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
17.6;6.53582111;-75.82910486;3.3;1;15.785;0;98;1.2;-116.3;-0.3;0;0;0;3;9;192;65535;72;0.02;0;P-GPS;CRITICAL;false;false;false
17.7;6.53582131;-75.82910484;3.3;1;15.785;0.02;98;1.2;-116.2;-0.2;0;0;0;3;9;192;65535;72;0;0;P-GPS;CRITICAL;false;false;false
17.8;6.53582131;-75.82910482;3.3;1;15.785;0;98;1.1;-116.2;-0.3;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
17.9;6.5358214;-75.82910485;3.3;1;15.785;0.01;98;1;-116.2;-0.4;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
18;6.5358214;-75.82910484;3.3;1;15.785;0.16;98;0.9;-116.2;-0.4;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
18.2;6.53582148;-75.82910497;3.3;1;15.785;0.01;98;0.9;-116.2;-0.5;0;0;0;3;9;192;65535;72;0.01;0;P-GPS;CRITICAL;false;false;false
